tweet,text,hashtag,mention,username,like_count,retweet_count,tweet_length,tweet_word_count
swiss man looking unstoppable @ domiaegerter77 # motoe race 1 winner # italiangp # energica,swiss man looking unstoppable race 1 winner,motoe  italiangp  energica ,domiaegerter77 ,MotoGP,149,16,141,20
way celebrate # 46 retirement hear @ luca_marini_97 p2 start tomorrow # italiangp | # motogp,way celebrate retirement hear p2 start tomorrow |,46  italiangp  motogp ,luca_marini_97 ,MotoGP,194,19,149,24
fim # motogp steward # 9 andrea mantovani disqualified result # motoe race 1 found running tyre pressure lower parameter adviced official supplier,fim steward andrea mantovani disqualified result race 1 found running tyre pressure lower parameter adviced official supplier,motogp  9  motoe ,,MotoGP,218,21,199,32
another rookie absolute fire mugello hear @ marco12_b monstrous result # motogp qualifying # italiangp |,another rookie absolute fire mugello hear monstrous result qualifying |,motogp  italiangp ,marco12_b ,MotoGP,157,15,158,24
"debut pole home race , get better hear today top three unprecedented rookie domination mugello # italiangp | # motogp","debut pole home race , get better hear today top three unprecedented rookie domination mugello |",italiangp  motogp ,,MotoGP,184,13,190,32
tomorrow 's big one make sure 're ready settled time # italiangp,tomorrow 's big one make sure 're ready settled time,italiangp ,,MotoGP,187,35,120,19
rookie ran riot unpredictable italian weather relive final 5 minute q2 @ fabiodiggia49 claim debut # motogp pole # italiangp |,rookie ran riot unpredictable italian weather relive final 5 minute q2 claim debut pole |,motogp  italiangp ,fabiodiggia49 ,MotoGP,106,11,192,31
's race day tomorrow take look time action start wherever world # italiangp,'s race day tomorrow take look time action start wherever world,italiangp ,,MotoGP,271,59,139,24
way claim maiden pole # motogp ride along rookie @ fabiodiggia49 make dream come true mugello remember predict next weekend 's pole lap time win prize @ tissot # italiangp,way claim maiden pole ride along rookie make dream come true mugello remember predict next weekend 's pole lap time win prize,motogp  italiangp ,fabiodiggia49  tissot ,MotoGP,288,49,282,46
1 step closer finding dickie bow mean @ aroncanet44 take pole mugello # italiangp | # moto2,1 step closer finding dickie bow mean take pole mugello |,italiangp  moto2 ,aroncanet44 ,MotoGP,112,6,144,24
rookie italian domination mugello @ fabiodiggia49 claim pole ahead @ luca_marini_97 @ marco12_b # italiangp | # motogp,rookie italian domination mugello claim pole ahead |,italiangp  motogp ,fabiodiggia49  luca_marini_97  marco12_b ,MotoGP,155,21,163,22
take bow @ denizoncu53 man beat @ dennisfoggia71 session weekend mean take pole # italiangp | # moto3,take bow man beat session weekend mean take pole |,italiangp  moto3 ,denizoncu53  dennisfoggia71 ,MotoGP,114,8,168,29
waiting last lap - @ denizoncu53 turkish rider expects close fight sunday ! # italiangp,waiting last lap - turkish rider expects close fight sunday !,italiangp ,denizoncu53 ,MotoGP,174,15,160,26
time take first victory year ! - @ aroncanet44 one goal mind canet tomorrow ! # italiangp,time take first victory year ! - one goal mind canet tomorrow !,italiangp ,aroncanet44 ,MotoGP,134,9,166,28
"time attack , track , quite strong ! - @ luca_marini_97 luca happy one lap speed hoping dry warm-up improve race pace tomorrow ! # italiangp","time attack , track , quite strong ! - luca happy one lap speed hoping dry warm-up improve race pace tomorrow !",italiangp ,luca_marini_97 ,MotoGP,210,30,223,39
"normally like condition , full adrenaline - @ marco12_b @ vr46racingteam rider fast weekend focused good race ! # italiangp","normally like condition , full adrenaline - rider fast weekend focused good race !",italiangp ,marco12_b  vr46racingteam ,MotoGP,253,23,200,31
race pace win race - @ fabiodiggia49 polesitter playing chance focused confirming step forward made le man ! # italiangp,race pace win race - polesitter playing chance focused confirming step forward made le man !,italiangp ,fabiodiggia49 ,MotoGP,204,29,220,38
breaking @ marcmarquez93 undergo surgery right arm fourth time # italiangp watch full press conference know detail,breaking undergo surgery right arm fourth time watch full press conference know detail,italiangp ,marcmarquez93 ,MotoGP,708,239,215,32
race treated mugello mental 5 lap dash result @ domiaegerter77 top spot podium 20 point clear world championship # motoe | # italiangp,race treated mugello mental 5 lap dash result top spot podium 20 point clear world championship |,motoe  italiangp ,domiaegerter77 ,MotoGP,147,23,223,40
race 1 complete mugello world championship leader race winner @ domiaegerter77 signing # motoe | # italiangp,race 1 complete mugello world championship leader race winner signing |,motoe  italiangp ,domiaegerter77 ,MotoGP,124,13,157,22
"first podium # motoe ! replacement ride podium , italian moon result ! # italiangp","first podium ! replacement ride podium , italian moon result !",motoe italiangp ,,MotoGP,151,19,151,24
welcome parc ferme result mean @ domiaegerter77 team # motoe | # italiangp,welcome parc ferme result mean team |,motoe  italiangp ,domiaegerter77 ,MotoGP,118,16,146,24
spectacular 2nd @ ferrarimatteo11 ! italian take second podium year front home fan ! # motoe | # italiangp,spectacular 2nd ! italian take second podium year front home fan ! |,motoe  italiangp ,ferrarimatteo11,MotoGP,132,17,167,27
one happy man @ domiaegerter77 pop wheelie pit lane # motoe | # italiangp,one happy man pop wheelie pit lane |,motoe  italiangp ,domiaegerter77 ,MotoGP,122,17,122,19
win @ domiaegerter77 extended world championship lead stunning style # motoe | # italiangp,win extended world championship lead stunning style |,motoe  italiangp ,domiaegerter77  ,MotoGP,144,23,144,21
final lap believe seeing ? ! # motoe | # italiangp,final lap believe seeing ? ! |,motoe  italiangp ,,MotoGP,134,13,100,16
dash become currently dead heat @ domiaegerter77 @ ericgranado # motoe | # italiangp,dash become currently dead heat |,motoe  italiangp ,domiaegerter77  ericgranado ,MotoGP,130,9,149,22
battle literal @ nickcanepa59 loses chunk bike @ ericgranado get close # motoe | # italiangp,battle literal loses chunk bike get close |,motoe  italiangp ,nickcanepa59  ericgranado ,MotoGP,101,14,153,25
catch breath race could belong anyone # motoe | # italiangp,catch breath race could belong anyone |,motoe  italiangp ,,MotoGP,121,16,111,18
mad 5 lap dash glory # motoe race 1 underway mugello # italiangp,mad 5 lap dash glory race 1 underway mugello,motoe  italiangp ,,MotoGP,123,18,109,19
uh oh wet race declared # motoe | # italiangp,uh oh wet race declared |,motoe  italiangp ,,MotoGP,319,21,78,12
cool calm ready race well @ ericgranado today ? # motoe | # italiangp,cool calm ready race well today ? |,motoe  italiangp ,ericgranado ,MotoGP,151,13,117,19
time experience epitome action # motoe race 1 way next # italiangp,time experience epitome action race 1 way next,motoe  italiangp ,,MotoGP,109,10,118,20
end qualifying mugello @ aroncanet44 take pole dramatic battle @ 37_pedroacosta @ samlowes_22 # moto2 | # italiangp,end qualifying mugello take pole dramatic battle |,moto2  italiangp ,aroncanet44  37_pedroacosta  samlowes_22 ,MotoGP,233,68,175,25
watch live,watch live,,,MotoGP,121,19,43,6
well done @ aroncanet44 bouncing back injury earlier season take pole mugello # moto2 | # italiangp,well done bouncing back injury earlier season take pole mugello |,moto2  italiangp ,aroncanet44 ,MotoGP,168,33,150,24
1 flying lap go @ aroncanet44 lead anyone find something special ? # moto2 | # italiangp,1 flying lap go lead anyone find something special ? |,moto2  italiangp ,aroncanet44 ,MotoGP,120,13,143,23
rookie riding skin @ 37_pedroacosta lead way p1 # moto2 | # italiangp,rookie riding skin lead way p1 |,moto2  italiangp ,37_pedroacosta ,MotoGP,240,35,125,21
hot lap coming thick fast @ jorge_navarro9 fastest far # moto2 | # italiangp,hot lap coming thick fast fastest far |,moto2  italiangp ,jorge_navarro9 ,MotoGP,131,14,133,21
excepcional @ hrc_motogp press conference @ marcmarquez93 alberto puig 16:05 lt ( gmt+2 ) watch live ! # italiangp,excepcional press conference alberto puig 16:05 lt ( gmt+2 ) watch live !,italiangp ,hrc_motogp  marcmarquez93 ,MotoGP,1197,236,144,23
"15 minute qualifying action come get ready , battle start ! # moto2 | # italiangp","15 minute qualifying action come get ready , battle start ! |",moto2  italiangp ,,MotoGP,142,12,132,21
# moto2 q2 way next ready @ samlowes22 ? # italiangp,q2 way next ready ?,moto2  italiangp ,samlowes22,MotoGP,118,7,99,16
wild card take p1 huge congratulation @ mattiapasini return # moto2 # italiangp,wild card take p1 huge congratulation return,moto2  italiangp ,mattiapasini ,MotoGP,273,40,130,20
final minute clock last chance saloon rider q1 # moto2 | # italiangp,final minute clock last chance saloon rider q1 |,moto2  italiangp ,,MotoGP,128,13,125,21
tension rising q1 @ marcelschrotter loses cool kubo impedes fast lap # moto2 | # italiangp,tension rising q1 loses cool kubo impedes fast lap |,moto2  italiangp ,marcelschrotter ,MotoGP,143,28,146,23
round applause wild card @ mattiapasini go top # moto2 | # italiangp,round applause wild card go top |,moto2  italiangp ,mattiapasini ,MotoGP,158,21,111,17
le 9 minute left time tumbling q1 going anyones guess # moto2 | # italiangp,le 9 minute left time tumbling q1 going anyones guess |,moto2  italiangp ,,MotoGP,129,14,137,24
problem already something happened @ tonyarbolino chosen go back pit # moto2 | # italiangp,problem already something happened chosen go back pit |,moto2  italiangp ,tonyarbolino ,MotoGP,124,14,153,24
qualifier saw let 's hope # moto2 q1 start # italiangp,qualifier saw let 's hope q1 start,moto2  italiangp ,,MotoGP,173,17,128,23
day italian home ! big congrats @ fabiodiggia49 maiden # motogp pole ahead @ marco12_b @ luca_marini_97 locking front row ! # italiangp,day italian home ! big congrats maiden pole ahead locking front row !,motogp  italiangp ,fabiodiggia49  marco12_b  luca_marini_97 ,MotoGP,712,213,213,34
"incredible day @ vr46racingteam @ luca_marini_97 start alongside teammate front row ! day owner , @ valeyellow46 number retired ! # motogp | # italiangp","incredible day start alongside teammate front row ! day owner , number retired ! |",motogp  italiangp ,vr46racingteam  luca_marini_97  valeyellow46 ,MotoGP,849,147,218,32
two rookie top 2 ! @ marco12_b start 2nd tomorrow # italiangp # motogp,two rookie top 2 ! start 2nd tomorrow,italiangp  motogp ,marco12_b ,MotoGP,626,113,111,16
diggia done ! ! ! lap @ fabiodiggia49 take first # motogp pole ! # italiangp,diggia done ! ! ! lap take first pole !,motogp  italiangp ,fabiodiggia49 ,MotoGP,1758,391,126,19
ducati exchanging fastest lap ! vbut @ fabiodiggia49 back top ! # motogp | # italiangp,ducati exchanging fastest lap ! vbut back top ! |,motogp  italiangp ,fabiodiggia49 ,MotoGP,422,91,141,20
changing top ! @ johannzarco1 go top make ducati top 4 spot ! # motogp | # italiangp,changing top ! go top make ducati top 4 spot ! |,motogp  italiangp ,johannzarco1 ,MotoGP,191,33,145,25
sitting bottom pile lap time far @ marcmarquez93 make way onto track five minute remaining ! # motogp | # italiangp,sitting bottom pile lap time far make way onto track five minute remaining ! |,motogp  italiangp ,marcmarquez93 ,MotoGP,336,65,178,29
"fastest q1 , fastest q2 time ! @ fabiodiggia49 take top ! # motogp | # italiangp","fastest q1 , fastest q2 time ! take top ! |",motogp  italiangp ,fabiodiggia49 ,MotoGP,201,36,144,24
first flying lap come ! @ bestia23 set early pace ! # motogp | # italiangp,first flying lap come ! set early pace ! |,motogp  italiangp ,bestia23 ,MotoGP,201,29,112,17
back underway short stoppage ! @ fabioq20 eager get banker lap case rain begin fall ! # motogp | # italiangp,back underway short stoppage ! eager get banker lap case rain begin fall ! |,motogp  italiangp ,fabioq20 ,MotoGP,265,44,170,29
new schedule 14:46 - pitlane re-opens ! # motogp | # italiangp,new schedule 14:46 - pitlane re-opens ! |,motogp  italiangp ,,MotoGP,240,34,93,13
red flag highside @ marcmarquez93 thankfully 8-times champion quickly back onto foot session stopped cleanup operation # motogp | # italiangp,red flag highside thankfully 8-times champion quickly back onto foot session stopped cleanup operation |,motogp  italiangp ,marcmarquez93 ,MotoGP,2782,466,218,34
q2 get underway ! rider eager get lap rain fall harder ! # motogp | # italiangp,q2 get underway ! rider eager get lap rain fall harder ! |,motogp  italiangp ,,MotoGP,267,36,139,24
medical info update # 67 alberto surra declared unfit # italiangp due fracture 5th metatarsus left foot,medical info update alberto surra declared unfit due fracture 5th metatarsus left foot,67  italiangp ,,MotoGP,83,15,143,27
wrap q1 ! @ fabiodiggia49 @ marcmarquez93 progress q2 @ jackmilleraus miss dying second ! # motogp | # italiangp,wrap q1 ! progress q2 miss dying second ! |,motogp  italiangp ,fabiodiggia49  marcmarquez93  jackmilleraus ,MotoGP,292,46,182,27
take bow @ fabiodiggia49 take top ! # motogp | # italiangp,take bow take top ! |,motogp  italiangp ,fabiodiggia49 ,MotoGP,303,64,105,17
time tumbling ! @ marcmarquez93 go top @ jackmilleraus slot 2nd ! # motogp | # italiangp,time tumbling ! go top slot 2nd ! |,motogp  italiangp ,marcmarquez93  jackmilleraus ,MotoGP,448,78,135,19
box call @ jackmilleraus change slick rider come change wet slick ! # motogp | # italiangp,box call change slick rider come change wet slick ! |,motogp  italiangp ,jackmilleraus ,MotoGP,160,28,160,26
scorching lap @ bradbinder_41 rider slick go 3 second faster teammate ! # motogp | # italiangp,scorching lap rider slick go 3 second faster teammate ! |,motogp  italiangp ,bradbinder_41 ,MotoGP,206,27,172,27
condition little sketchy ! rider feeling confident enough push limit track slowly drying ! # motogp | # italiangp,condition little sketchy ! rider feeling confident enough push limit track slowly drying ! |,motogp  italiangp ,,MotoGP,293,53,185,30
light rain falling rider go q1 ! going tough rider head wet tyre ! # motogp | # italiangp,light rain falling rider go q1 ! going tough rider head wet tyre ! |,motogp  italiangp ,,MotoGP,201,37,177,34
slow end proceeding man still fastest @ peccobagnaia end fp4 top # motogp | # italiangp,slow end proceeding man still fastest end fp4 top |,motogp  italiangp ,peccobagnaia ,MotoGP,219,36,140,23
rookie appreciation tweet love bezzecchi # motogp | # italiangp,rookie appreciation tweet love bezzecchi |,motogp  italiangp ,,MotoGP,331,34,110,16
